",title,Adventure,Animation,Comedy,Fantasy,Romance,Children,Drama,Documentary,Crime,Sci-Fi,Horror,Mystery,War,Thriller,Action"
"10715,""Devil and Daniel Johnston, The (2005)"",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10716,Money (L'argent) (1983),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"10717,""Trial of Joan of Arc, The (Procès de Jeanne d'Arc) (1962)"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
"10718,Mouchette (1967),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10719,""Caiman, The (Il caimano) (2006)"",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10720,Lucky Number Slevin (2006),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0"
"10721,""Wild Blue Yonder, The (2005)"",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"10722,Wheel of Time (2003),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10723,Riot On! (2004),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10724,Volver (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10725,""N Word, The (2004)"",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10726,Akeelah and the Bee (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10727,Brainstorm (2001),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10728,Larry the Cable Guy: Health Inspector (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10729,Stay Alive (2006),0,0,0,0,0,0,0,0,0,1,1,0,0,1,0"
"10730,Annie Oakley (1935),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10731,Basic Instinct 2 (2006),0,0,0,0,0,0,0,0,1,0,0,1,0,1,0"
"10732,Brick (2005),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0"
"10733,""Brothers Lionheart, The (Bröderna Lejonhjärta) (1977)"",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
"10734,Evil Aliens (2005),0,0,1,0,0,0,0,0,0,1,1,0,0,0,0"
"10735,Santa's Slay (2005),0,0,1,1,0,0,0,0,0,0,1,0,0,0,0"
"10736,This Film Is Not Yet Rated (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10737,Fragile (2005),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"10738,ATL (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10739,""Brotherhood of Justice, The (1986)"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"10740,Slither (2006),0,0,1,0,0,0,0,0,0,1,1,0,0,0,0"
"10741,""Benchwarmers, The (2006)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10742,Phat Girlz (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10743,Renaissance (2006),0,1,0,0,0,0,0,0,0,1,0,0,0,1,1"
"10744,Go for Zucker! (Alles auf Zucker!) (2004),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10745,""Curse of the Werewolf, The (1961)"",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
"10746,Dead Fish (2004),0,0,1,0,0,0,0,0,0,0,0,0,0,1,1"
"10747,Friends with Money (2006),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10748,Keane (2004),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0"
"10749,Reefer Madness: The Movie Musical (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10750,I Love Your Work (2003),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
"10751,Beauty and the Bastard (Tyttö sinä olet tähti) (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10752,Dementia (a.k.a. Daughter of Horror) (1955),0,0,0,0,0,0,0,0,0,0,1,1,0,0,0"
"10753,Magic (1978),0,0,0,0,1,0,0,0,0,0,1,0,0,1,0"
"10754,Candy (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10755,Secrets of a Soul (Geheimnisse einer Seele) (1926),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10756,""Child, The (L'enfant) (2005)"",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"10757,9/11 (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10758,Lacombe Lucien (1974),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10759,Hoot (2006),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0"
"10760,Where the Red Fern Grows (1974),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"10761,Scary Movie 4 (2006),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
"10762,Hard Candy (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"10763,""Chinoise, La (1967)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10764,Shutter (2004),0,0,0,1,0,0,0,0,0,0,1,1,0,1,0"
"10765,""Prairie Home Companion, A (2006)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10766,Even Money (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"10767,""Chess Players, The (Shatranj Ke Khilari) (1977)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10768,Pinocchio and the Emperor of the Night (1987),0,1,0,1,0,1,0,0,0,0,0,0,0,0,0"
"10769,Corvette Summer (1978),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10770,""Sentinel, The (2006)"",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"10771,Mirage (1965),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0"
"10772,""President's Last Bang, The (Geuddae geusaramdeul) (2005)"",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
"10773,""Wild, The (2006)"",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0"
"10774,""My Brother's Wife (Mujer de mi hermano, La) (2005)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10775,Silent Hill (2006),0,0,0,1,0,0,0,0,0,0,1,0,0,1,0"
"10776,Battle in Heaven (Batalla en el cielo) (2005),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10777,American Dreamz (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10778,Hôtel du Nord (1938),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10779,Irresistible (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"10780,Mata Hari (1931),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10781,23 (23 - Nichts ist so wie es scheint) (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"10782,Kinky Boots (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10783,""Glass Key, The (1942)"",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0"
"10784,""Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)"",0,0,1,0,0,0,0,0,1,0,0,0,0,1,1"
"10785,Mission: Impossible III (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"10786,""Wayward Cloud, The (Tian bian yi duo yun) (2005)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10787,""Nibelungen: Siegfried, Die (1924)"",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
"10788,""Nibelungen: Kriemhild's Revenge, Die (Die Nibelungen: Kriemhilds Rache) (1924)"",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
"10789,RV (2006),1,0,1,0,0,1,0,0,0,0,0,0,0,0,0"
"10790,United 93 (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"10791,Stick It (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10792,Secret Beyond the Door (1948),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0"
"10793,Man Push Cart (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10794,""World, The (Shijie) (2004)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10795,Soldier Blue (1970),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10796,Footlight Parade (1933),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10797,""American Haunting, An (2005)"",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0"
"10798,Down in the Valley (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10799,""Hidden Blade, The (Kakushi ken oni no tsume) (2004)"",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1"
"10800,Over the Hedge (2006),1,1,1,0,0,1,0,0,0,0,0,0,0,0,0"
"10801,Art School Confidential (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10802,Poseidon (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"10803,""Da Vinci Code, The (2006)"",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0"
"10804,X-Men: The Last Stand (2006),0,0,0,0,0,0,0,0,0,1,0,0,0,1,1"
"10805,""Break-Up, The (2006)"",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10806,Peaceful Warrior (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10807,Twelve and Holding (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10808,Wah-Wah (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10809,Keeping Up with the Steins (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10810,Cars (2006),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0"
"10811,Wassup Rockers (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10812,""Lost City, The (2005)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10813,Standing Still (2005),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10814,Conspirators of Pleasure (Spiklenci slasti) (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10815,Tall in the Saddle (1944),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0"
"10816,Beyond a Reasonable Doubt (1956),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"10817,""Earth Is a Sinful Song, The (Maa on syntinen laulu) (1973)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10818,Shanghai Dreams (Qing hong) (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10819,Vera Cruz (1954),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10820,""Notorious Bettie Page, The (2005)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10821,Parting Glances (1986),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10822,Game 6 (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10823,American Gun (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10824,Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10825,On a Clear Day (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10826,""Omen, The (2006)"",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"10827,""King, The (2005)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10828,Nacho Libre (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10829,""Lake House, The (2006)"",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0"
"10830,Click (2006),1,0,1,1,1,0,0,0,0,0,0,0,0,0,0"
"10831,""Seventh Victim, The (1943)"",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0"
"10832,Bleak Moments (1972),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10833,Edvard Munch (1974),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10834,""Ace of Hearts, The (1921)"",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0"
"10835,""Devil Wears Prada, The (2006)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10836,Pirates of the Caribbean: Dead Man's Chest (2006),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
"10837,""You, Me and Dupree (2006)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10838,Clerks II (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10839,Lady in the Water (2006),0,0,0,1,0,0,0,0,0,0,0,1,0,0,0"
"10840,My Super Ex-Girlfriend (2006),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0"
"10841,Tammy and the Bachelor (1957),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10842,Lady on a Train (1945),0,0,1,0,1,0,0,0,1,0,0,1,0,1,0"
"10843,""Nightmare Castle (Amanti d'oltretomba) (Lovers from Beyond the Tomb) (Faceless Monster, The) (1965)"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"10844,Let It Be (1970),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10845,""Farewell, Home Sweet Home (Adieu, plancher des vaches!) (1999)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10846,See No Evil (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"10847,Marie Antoinette (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10848,Lady in the Lake (1947),0,0,0,0,1,0,0,0,1,0,0,1,0,0,0"
"10849,Trial of the Road (Check-up on the Roads) (Checkpoint) (Proverka na dorogakh) (1971),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
"10850,Who Killed the Electric Car? (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10851,""Miracle of Bern, The (Wunder von Bern, Das) (2003)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10852,""Mother and the Whore, The (Maman et la putain, La) (1973)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10853,""Inconvenient Truth, An (2006)"",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10854,Test Pilot (1938),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10855,Career Opportunities (1991),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10856,Chuck Berry Hail! Hail! Rock 'n' Roll (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10857,Psych-Out (1968),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"10858,National Lampoon's Cattle Call (Cattle Call) (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10859,Sister Kenny (1946),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10860,Mountain Patrol (Kekexili) (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"10861,High School Musical (2006),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0"
"10862,Ice Bound (2003),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10863,Drawing Restraint 9 (2005),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
"10864,Crossing the Bridge: The Sound of Istanbul (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10865,Lower City (Cidade Baixa) (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10866,Forever Mine (1999),0,0,0,0,1,0,0,0,1,0,0,0,0,1,0"
"10867,""War Within, The (2005)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10868,Adam & Steve (2005),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10869,Beyond the Rocks (1922),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10870,Bob the Butler (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10871,Stoned (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10872,Marked Woman (1937),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"10873,Running (1979),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10874,Blessed Event (1932),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10875,Jet Li's Fearless (Huo Yuan Jia) (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"10876,Susan Lenox (Her Fall and Rise) (1931),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10877,""Adjuster, The (1991)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10878,""Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)"",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1"
"10879,Garfield: A Tail of Two Kitties (2006),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0"
"10880,Metal: A Headbanger's Journey (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10881,Summer in Berlin (Sommer vorm Balkon) (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10882,""Public Eye, The (1992)"",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"10883,""Bribe, The (1949)"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"10884,Without Love (1945),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10885,Waist Deep (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,1,1"
"10886,""Sheriff and the Satellite Kid, The (1979)"",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1"
"10887,Triple Cross (1966),1,0,0,0,0,0,0,0,0,0,0,0,1,1,1"
"10888,Mad Dog Morgan (1976),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1"
"10889,Spite Marriage (1929),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10890,Superman Returns (2006),1,0,0,0,0,0,0,0,0,1,0,0,0,0,1"
"10891,Edward II (1991),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10892,""Road to Guantanamo, The (2006)"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
"10893,Leonard Cohen: I'm Your Man (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10894,Edmond (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"10895,""OH in Ohio, The (2006)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10896,Little Miss Sunshine (2006),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10897,Brothers of the Head (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10898,Forgiving Dr. Mengele (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10899,Fuse (Gori vatra) (2003),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10900,Curse of the Pink Panther (1983),0,0,1,0,0,0,0,0,1,0,0,1,0,0,0"
"10901,Mimic: Sentinel (2003),0,0,0,0,0,0,0,0,0,1,1,0,0,1,0"
"10902,Rock 'n' Roll Nightmare (1987),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0"
"10903,These Girls (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10904,Why Does Herr R. Run Amok? (Warum läuft Herr R. Amok?) (1970),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10905,""300 Spartans, The (1962)"",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
"10906,""Fallen Idol, The (1948)"",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0"
"10907,Desperate (1947),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10908,Knock on Any Door (1949),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"10909,Babel (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"10910,China Seas (1935),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1"
"10911,I Walk the Line (1970),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10912,""Girl Can't Help It, The (1956)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10913,Krrish (2006),1,0,0,0,1,0,0,0,0,1,0,0,0,0,0"
"10914,Strangers with Candy (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10915,Prophecy (1979),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0"
"10916,""Kremlin Letter, The (1970)"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"10917,Young Mr. Lincoln (1939),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10918,Subject Two (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"10919,Three Times (2005),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10920,""Gumball Rally, The (1976)"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10921,Wordplay (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10922,Army of Shadows (L'armée des ombres) (1969),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1"
"10923,Orchestra Rehearsal (Prova d'orchestra) (1978),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10924,Little Man (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10925,Dames (1934),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10926,Dancing Lady (1933),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10927,""Purple Plain, The (1954)"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
"10928,Coonskin (1975),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0"
"10929,Memento Mori (Yeogo goedam II) (1999),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"10930,End Game (2006),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0"
"10931,End of the Spear (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10932,Two for the Seesaw (1962),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10933,""Detective, The (1968)"",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"10934,Monster House (2006),0,1,0,1,0,1,0,0,0,0,0,1,0,0,0"
"10935,Wrong Side Up (Pribehy obycejneho silenstvi) (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10936,Just love me (Tylko mnie kochaj) (2006),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10937,Combien Tu M'aimes? (How Much Do You Love Me?) (2005),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10938,Colour Me Kubrick: A True...ish Story (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10939,Death of a Bureaucrat (La muerte de un burócrata) (1966),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10940,Snakes on a Plane (2006),0,0,1,0,0,0,0,0,0,0,1,0,0,1,1"
"10941,Scoop (2006),0,0,1,1,0,0,0,0,0,0,0,1,0,0,0"
"10942,Talladega Nights: The Ballad of Ricky Bobby (2006),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"10943,Night at the Museum (2006),0,0,1,1,0,0,0,0,0,0,0,0,0,0,1"
"10944,World Trade Center (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10945,Stranger than Fiction (2006),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0"
"10946,""Valley of Decision, The (1945)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10947,""Last Angry Man, The (1959)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10948,""Good Fairy, The (1935)"",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10949,Miami Vice (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,1,1"
"10950,""Groomsmen, The (2006)"",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10951,Shadowboxer (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"10952,Each Dawn I Die (1939),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"10953,Loch Ness (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10954,""Good Morning, Night (Buongiorno, notte) (2003)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10955,""Live and Become (Va, vis et deviens) (2005)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10956,On Dangerous Ground (1952),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"10957,""Pursuit of Happyness, The (2006)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10958,Tears of the Black Tiger (Fah talai jone) (2000),0,0,1,0,1,0,0,0,0,0,0,0,0,0,1"
"10959,John Tucker Must Die (2006),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"10960,""Ant Bully, The (2006)"",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0"
"10961,Warning Shadows (Schatten - Eine nächtliche Halluzination) (1923),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
"10962,Leaves from Satan's Book (Blade af Satans bog) (1921),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10963,Michael (1924),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10964,Lady Killer (1933),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
"10965,Mrs. Palfrey at the Claremont (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"10966,""Death of Mr. Lazarescu, The (Moartea domnului Lazarescu) (2005)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10967,Cria Cuervos (1976),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10968,Ciao Manhattan (Ciao! Manhattan) (1972),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0"
"10969,""Gas, Inspector Palmu! (Kaasua, komisario Palmu!) (1961)"",0,0,1,0,0,0,0,0,1,0,0,1,0,1,0"
"10970,""Rainmaker, The (1956)"",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0"
"10971,Crank (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"10972,""Secret Life of Words, The (2005)"",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10973,""Dudesons Movie, The (2006)"",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0"
"10974,Black Gold (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"10975,""Hurricane, The (1937)"",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1"
"10976,Johnny Was (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,1,1"
"10977,Played (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"10978,Chaos (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,1,1"
"10979,""Night Listener, The (2006)"",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0"
"10980,Barnyard: The Original Party Animals (2006),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0"
"10981,Murmur of the Heart (Le souffle au coeur) (1971),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10982,They Won't Believe Me (1947),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10983,""Left Hand of God, The (1955)"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"10984,Compulsion (1959),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"10985,""Canterbury Tale, A (1944)"",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0"
"10986,Dirty Mary Crazy Larry (1974),0,0,0,0,1,0,0,0,1,0,0,0,0,0,1"
"10987,Angels Over Broadway (1940),1,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
"10988,Fortress (1985),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"10989,Step Up (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"10990,Zoom (2006),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0"
